unit_id,cycle,op_setting_1,op_setting_2,op_setting_3,s2,s3,s4,s7,s8,s11,s12,s15,RUL
1,18,0.0018,0.0,100.0,640.86,1584.83,1401.41,554.18,2387.77,47.36,520.75,8.3945,214
1,19,0.0036,0.0001,100.0,642.41,1586.25,1402.5,553.62,2387.82,47.52,520.45,8.3928,213
1,20,0.0017,0.0003,100.0,641.98,1586.62,1401.41,553.58,2387.96,47.51,519.96,8.3705,212
1,21,-0.0017,0.0,100.0,641.69,1586.54,1405.66,555.14,2387.72,47.42,520.46,8.3404,211
1,22,-0.0026,0.0002,100.0,641.38,1588.12,1399.71,553.85,2387.9,47.43,520.62,8.3608,210
1,23,-0.0014,0.0003,100.0,641.26,1585.27,1399.96,554.47,2387.76,47.46,520.03,8.4154,209
1,24,0.0003,0.0001,100.0,641.77,1586.24,1402.13,553.43,2387.91,47.42,520.86,8.3723,208
1,25,-0.0021,0.0002,100.0,641.5,1586.66,1398.81,553.37,2387.73,47.56,521.03,8.3618,207
1,26,-0.0004,0.0002,100.0,641.78,1586.9,1405.69,554.48,2387.98,47.43,520.52,8.3635,206
1,27,0.0074,0.0002,100.0,641.64,1585.12,1400.32,554.92,2388.03,47.43,520.4,8.3859,205
1,28,0.002,0.0002,100.0,642.02,1588.35,1402.11,554.83,2387.88,47.58,520.18,8.3794,204
1,29,-0.0021,0.0003,100.0,642.07,1586.7,1399.13,554.66,2387.73,47.41,520.37,8.3731,203
1,30,0.0019,0.0002,100.0,641.38,1588.39,1399.17,555.01,2387.81,47.3,520.18,8.4019,202
1,31,0.0014,0.0003,100.0,641.06,1588.12,1405.16,555.21,2387.76,47.51,520.64,8.3448,201
1,32,-0.0002,0.0002,100.0,641.95,1584.36,1399.7,554.76,2387.88,47.25,519.76,8.3738,200
1,33,0.0003,0.0002,100.0,641.6,1587.51,1401.63,554.5,2387.68,47.14,520.83,8.4182,199
1,34,0.0028,0.0002,100.0,641.82,1588.54,1403.2,554.62,2387.82,47.48,520.06,8.3677,198
1,35,0.0007,0.0004,100.0,641.74,1584.27,1402.31,553.64,2387.85,47.46,519.97,8.3967,197
1,36,0.0027,0.0003,100.0,642.17,1584.71,1399.84,553.78,2387.66,47.43,520.93,8.3371,196
1,37,0.0037,0.0002,100.0,641.89,1587.13,1399.21,554.75,2387.76,47.23,520.51,8.3585,195
1,38,0.0039,0.0001,100.0,641.74,1586.61,1400.89,554.32,2387.9,47.37,520.28,8.356,194
1,39,-0.0006,0.0001,100.0,641.68,1585.13,1400.81,554.0,2387.86,47.37,520.09,8.3642,193
1,40,0.0013,0.0003,100.0,641.63,1583.54,1404.88,553.62,2387.75,47.43,521.0,8.3408,192
1,41,0.0014,0.0002,100.0,641.63,1584.28,1401.21,555.13,2387.76,47.62,520.57,8.4,191
1,42,-0.0003,0.0001,100.0,642.22,1586.37,1401.75,554.77,2387.91,47.56,520.09,8.3626,190
1,43,0.0029,0.0001,100.0,641.46,1585.02,1402.09,554.62,2387.82,47.43,520.88,8.3735,189
1,44,0.0042,0.0003,100.0,641.85,1588.04,1396.2,554.04,2387.88,47.6,520.56,8.3764,188
1,45,0.0029,0.0003,100.0,641.46,1586.21,1402.14,555.23,2387.9,47.46,520.56,8.3377,187
1,46,-0.0033,0.0004,100.0,642.09,1585.81,1401.68,554.13,2387.7,47.41,519.95,8.3937,186
1,47,0.0012,0.0002,100.0,641.2,1588.28,1399.61,554.65,2387.74,47.64,520.51,8.3968,185
1,48,-0.0014,0.0001,100.0,641.91,1585.24,1398.86,553.72,2387.82,47.43,519.85,8.3856,184
1,49,0.001,0.0002,100.0,641.71,1584.68,1401.67,555.36,2387.78,47.37,520.55,8.3599,183
1,50,0.0003,0.0003,100.0,641.71,1586.12,1401.81,555.17,2387.79,47.49,520.75,8.3848,182
1,51,-0.0004,0.0001,100.0,641.46,1585.69,1399.88,554.66,2387.94,47.5,520.52,8.3579,181
1,52,-0.003,0.0003,100.0,641.07,1585.44,1400.83,555.45,2387.97,47.53,521.12,8.4032,180
1,53,0.0034,0.0002,100.0,641.94,1585.6,1398.59,554.67,2387.61,47.47,520.31,8.3502,179
1,54,0.0035,0.0002,100.0,641.78,1587.39,1401.4,554.59,2387.9,47.53,520.58,8.411,178
1,55,0.0006,0.0002,100.0,641.45,1586.99,1401.85,555.22,2387.92,47.55,520.5,8.3578,177
1,56,0.0009,0.0001,100.0,641.21,1587.89,1405.56,553.4,2387.68,47.5,520.32,8.3806,176
1,57,0.0021,0.0003,100.0,642.11,1586.73,1400.3,555.12,2387.77,47.35,520.55,8.3824,175
1,58,-0.0,0.0004,100.0,641.88,1586.74,1400.27,554.03,2387.89,47.5,520.74,8.3412,174
1,59,-0.0005,0.0002,100.0,641.89,1586.47,1402.84,555.47,2388.02,47.32,520.13,8.3431,173
1,60,0.0027,0.0003,100.0,641.8,1583.74,1397.69,553.99,2387.91,47.58,521.01,8.3747,172
1,61,-0.0006,-0.0,100.0,641.58,1586.61,1402.74,553.91,2387.98,47.47,520.52,8.3564,171
1,62,0.0044,0.0003,100.0,641.74,1589.79,1399.38,555.86,2387.96,47.43,520.5,8.3727,170
1,63,0.0005,0.0002,100.0,642.08,1586.57,1401.2,554.53,2387.78,47.33,520.74,8.3453,169
1,64,0.0002,0.0002,100.0,641.92,1588.38,1403.83,554.7,2387.75,47.46,520.4,8.366,168
1,65,0.002,0.0003,100.0,641.58,1587.46,1399.31,554.0,2387.66,47.62,520.26,8.3886,167
1,66,0.0031,0.0001,100.0,641.66,1584.61,1398.31,552.98,2387.83,47.55,520.64,8.3448,166
1,67,-0.0017,0.0002,100.0,641.45,1584.95,1401.58,553.63,2387.81,47.52,520.83,8.3789,165
1,68,0.0032,0.0002,100.0,641.41,1584.35,1398.7,553.41,2387.76,47.59,521.17,8.3639,164
1,69,0.0004,0.0001,100.0,641.23,1587.08,1401.89,555.28,2387.66,47.75,520.97,8.375,163
1,70,-0.0022,0.0002,100.0,641.76,1585.75,1402.45,554.22,2387.96,47.49,520.42,8.3958,162
1,71,0.0035,0.0002,100.0,641.73,1583.91,1398.0,554.87,2387.91,47.49,521.01,8.3842,161
1,72,0.0021,0.0002,100.0,641.64,1584.44,1400.21,554.24,2387.95,47.55,520.59,8.3928,160
1,73,0.0003,0.0002,100.0,641.28,1587.74,1400.5,554.91,2387.94,47.41,520.78,8.3681,159
1,74,-0.0017,0.0002,100.0,641.81,1586.09,1398.75,554.31,2388.04,47.2,520.76,8.3965,158
1,75,0.0007,0.0001,100.0,641.42,1588.81,1403.63,554.94,2387.83,47.61,520.49,8.4025,157
1,76,0.0034,0.0002,100.0,642.27,1586.0,1399.62,553.91,2387.73,47.56,520.46,8.4213,156
1,77,0.0025,0.0004,100.0,642.15,1585.29,1397.71,553.87,2387.83,47.45,520.74,8.3729,155
1,78,0.0,0.0004,100.0,641.69,1586.86,1397.91,554.31,2387.69,47.49,520.57,8.38,154
1,79,0.0014,0.0004,100.0,641.34,1584.04,1404.73,554.02,2387.72,47.71,520.79,8.3635,153
1,80,0.0004,0.0002,100.0,641.93,1587.96,1403.03,554.83,2387.82,47.48,520.57,8.39,152
1,81,0.0006,0.0001,100.0,641.63,1586.2,1398.92,555.67,2387.74,47.44,520.25,8.3877,151
1,82,-0.0007,0.0005,100.0,641.92,1587.22,1401.29,554.04,2388.04,47.51,520.11,8.4036,150
1,83,0.0013,0.0004,100.0,641.75,1587.55,1397.26,553.73,2387.95,47.51,521.11,8.3851,149
1,84,-0.0004,0.0,100.0,642.03,1585.74,1399.23,553.18,2387.77,47.36,521.27,8.3624,148
1,85,0.0023,0.0004,100.0,641.64,1585.03,1404.9,554.45,2387.82,47.46,520.73,8.3663,147
1,86,0.0007,0.0001,100.0,641.86,1585.66,1399.51,554.23,2387.87,47.32,520.74,8.3795,146
1,87,0.006,0.0002,100.0,641.58,1586.93,1401.17,554.12,2387.86,47.53,520.12,8.3868,145
1,88,0.0006,0.0,100.0,641.22,1586.3,1397.76,555.95,2388.04,47.41,519.82,8.3578,144
1,89,0.0028,0.0002,100.0,641.7,1585.75,1401.67,554.48,2387.72,47.39,520.51,8.3627,143
1,90,0.0005,0.0002,100.0,642.28,1587.26,1403.63,554.43,2387.83,47.65,520.38,8.3863,142
1,91,-0.0006,0.0003,100.0,641.37,1584.92,1399.57,554.67,2387.92,47.47,520.56,8.3723,141
1,92,0.0003,0.0003,100.0,641.92,1583.19,1400.86,553.93,2387.78,47.41,520.48,8.3688,140
1,93,-0.0002,0.0004,100.0,641.89,1584.98,1400.31,554.61,2387.87,47.41,520.42,8.4123,139
1,94,0.0024,0.0002,100.0,642.06,1588.62,1400.17,554.28,2387.77,47.59,520.32,8.39,138
1,95,0.0003,0.0004,100.0,642.12,1586.2,1403.1,554.12,2387.74,47.55,520.62,8.3803,137
1,96,0.006,0.0,100.0,641.39,1584.28,1403.32,554.8,2387.85,47.45,520.64,8.41,136
1,97,0.0017,0.0,100.0,641.6,1585.32,1404.7,553.14,2387.87,47.45,520.98,8.4057,135
1,98,0.0017,0.0002,100.0,641.56,1585.36,1398.8,554.96,2387.67,47.67,521.08,8.3682,134
1,99,0.001,0.0002,100.0,642.0,1587.97,1401.99,554.62,2387.76,47.52,520.54,8.3579,133
1,100,0.0017,0.0002,100.0,641.55,1584.35,1401.61,554.0,2387.77,47.59,520.68,8.3569,132
1,101,0.0023,0.0004,100.0,642.24,1588.16,1398.44,554.83,2387.95,47.54,520.39,8.425,131
1,102,0.0004,0.0004,100.0,642.14,1586.79,1400.37,554.39,2387.8,47.36,520.68,8.4085,130
1,103,-0.0007,0.0002,100.0,641.27,1587.69,1404.9,554.31,2387.8,47.59,520.64,8.3376,129
1,104,0.0018,0.0003,100.0,641.33,1585.42,1398.89,554.24,2387.79,47.52,520.45,8.388,128
1,105,0.004,0.0004,100.0,642.01,1587.3,1407.82,554.6,2388.08,47.53,520.45,8.371,127
1,106,0.0043,0.0,100.0,641.93,1587.87,1399.09,553.67,2387.95,47.48,520.7,8.3646,126
1,107,0.0041,0.0004,100.0,641.34,1588.35,1396.46,554.64,2387.81,47.42,520.41,8.3626,125
1,108,-0.0022,0.0004,100.0,641.55,1586.62,1399.07,555.0,2387.93,47.46,520.48,8.3783,124
1,109,0.0054,0.0001,100.0,641.53,1585.09,1401.46,554.97,2387.77,47.3,520.2,8.3893,123
1,110,0.0013,0.0003,100.0,641.37,1583.99,1398.53,555.09,2387.98,47.52,520.32,8.4173,122
1,111,0.0049,0.0002,100.0,641.61,1586.35,1399.37,554.82,2387.85,47.41,520.2,8.4145,121
1,112,0.0022,0.0001,100.0,641.79,1586.92,1402.19,553.68,2387.87,47.29,520.24,8.3931,120
1,113,0.0014,0.0002,100.0,641.64,1585.46,1401.74,554.52,2387.9,47.46,520.56,8.3939,119
1,114,0.0003,0.0002,100.0,641.84,1587.51,1403.68,555.46,2387.74,47.47,519.96,8.4033,118
1,115,-0.0019,0.0001,100.0,641.61,1585.92,1404.5,554.92,2387.83,47.59,520.68,8.3777,117
1,116,-0.0033,0.0004,100.0,641.39,1588.19,1404.79,555.38,2387.64,47.62,521.1,8.4087,116
1,117,0.0012,0.0001,100.0,641.81,1586.14,1403.08,554.09,2387.84,47.68,520.62,8.3886,115
1,118,0.0028,0.0002,100.0,641.76,1584.07,1404.29,553.54,2387.93,47.62,520.82,8.3902,114
1,119,0.002,0.0002,100.0,641.46,1588.86,1402.11,553.95,2387.8,47.49,520.56,8.4365,113
1,120,-0.0001,0.0003,100.0,642.56,1588.07,1402.88,554.43,2387.88,47.53,520.45,8.4169,112
1,121,0.0061,0.0002,100.0,642.11,1585.65,1400.8,554.62,2387.8,47.65,520.11,8.3931,111
1,122,0.0031,0.0001,100.0,642.01,1588.43,1401.6,554.18,2387.87,47.57,519.92,8.4005,110
1,123,0.0008,0.0003,100.0,641.97,1588.08,1403.77,555.09,2387.83,47.43,520.27,8.3825,109
1,124,0.0023,0.0,100.0,641.46,1587.0,1400.55,554.4,2387.91,47.43,520.61,8.3684,108
1,125,-0.0005,0.0003,100.0,641.67,1589.68,1406.18,554.59,2387.9,47.68,520.59,8.3913,107
1,126,-0.0,0.0002,100.0,642.21,1589.46,1399.47,554.2,2387.98,47.41,520.75,8.3938,106
1,127,0.001,0.0002,100.0,641.47,1588.17,1406.31,555.29,2387.84,47.41,519.92,8.3729,105
1,128,0.001,0.0002,100.0,642.15,1584.3,1405.64,555.23,2387.84,47.45,520.74,8.3949,104
1,129,0.0019,0.0002,100.0,641.62,1586.62,1404.84,555.29,2387.95,47.46,520.29,8.3945,103
1,130,0.0036,0.0002,100.0,641.95,1590.8,1402.63,554.74,2387.76,47.43,519.99,8.3896,102
1,131,0.0054,0.0003,100.0,641.97,1587.02,1404.03,555.67,2387.68,47.71,519.59,8.406,101
1,132,0.0012,0.0003,100.0,642.04,1590.22,1402.0,555.22,2387.94,47.54,520.21,8.3962,100
1,133,0.002,0.0003,100.0,641.97,1588.35,1399.57,554.93,2387.78,47.63,520.41,8.4064,99
1,134,-0.0023,0.0003,100.0,641.93,1585.77,1400.45,555.09,2387.91,47.51,520.54,8.4012,98
1,135,-0.0015,0.0002,100.0,642.3,1584.39,1402.59,554.8,2388.05,47.6,519.86,8.4298,97
1,136,0.002,0.0001,100.0,641.73,1586.63,1405.7,555.9,2387.77,47.68,520.08,8.3999,96
1,137,0.0002,0.0001,100.0,642.12,1588.64,1403.08,555.84,2387.77,47.76,519.71,8.4697,95
1,138,0.0018,0.0003,100.0,641.92,1586.04,1404.83,555.9,2387.8,47.69,519.82,8.4382,94
1,139,0.0032,0.0003,100.0,641.96,1587.03,1405.81,554.6,2387.73,47.64,520.16,8.4305,93
1,140,0.0026,0.0001,100.0,642.32,1588.24,1405.29,555.23,2387.96,47.66,520.36,8.418,92
1,141,-0.0002,0.0002,100.0,642.02,1589.8,1402.52,554.25,2387.95,47.63,520.56,8.4207,91
1,142,0.0035,-0.0,100.0,642.37,1588.77,1399.68,555.46,2387.94,47.66,520.06,8.4492,90
1,143,0.0009,0.0003,100.0,641.81,1587.76,1406.57,555.43,2387.85,47.74,520.17,8.425,89
1,144,-0.0011,0.0002,100.0,641.97,1589.09,1404.66,554.92,2387.92,47.58,520.24,8.4461,88
1,145,0.0009,0.0004,100.0,641.83,1588.44,1406.66,554.43,2387.82,47.65,520.31,8.4283,87
1,146,0.0032,0.0001,100.0,641.73,1589.93,1404.37,555.81,2388.15,47.76,520.31,8.4658,86
1,147,0.0002,0.0001,100.0,642.19,1585.73,1404.13,555.74,2387.88,47.73,520.19,8.4467,85
1,148,0.0014,0.0001,100.0,642.56,1587.65,1406.67,556.34,2387.96,47.63,520.13,8.4586,84
1,149,0.0025,0.0003,100.0,642.31,1589.63,1404.79,555.98,2387.97,47.7,519.78,8.4621,83
1,150,0.0025,0.0003,100.0,642.61,1589.98,1407.02,554.61,2388.07,47.74,520.25,8.4493,82
1,151,0.0001,0.0002,100.0,642.35,1589.37,1406.25,554.09,2387.93,47.64,520.51,8.4577,81
1,152,0.0025,0.0001,100.0,642.06,1588.13,1403.05,554.98,2387.96,47.85,519.97,8.4538,80
1,153,0.0012,0.0003,100.0,642.19,1587.84,1409.31,556.65,2387.87,47.79,520.44,8.4671,79
1,154,-0.0008,0.0003,100.0,641.94,1588.48,1404.5,556.31,2387.91,47.75,520.29,8.4666,78
1,155,0.002,0.0001,100.0,642.36,1587.4,1403.76,555.96,2388.06,47.86,520.2,8.4562,77
1,156,-0.0044,0.0001,100.0,642.75,1591.63,1407.43,556.12,2387.94,47.84,519.87,8.4133,76
1,157,-0.0009,0.0001,100.0,642.3,1589.72,1405.77,556.14,2387.96,47.69,520.05,8.4767,75
1,158,-0.0029,0.0003,100.0,641.95,1586.42,1405.95,556.48,2388.01,47.79,520.09,8.4533,74
1,159,0.0021,0.0003,100.0,642.61,1588.33,1406.77,556.06,2388.03,47.98,520.39,8.4583,73
1,160,-0.0006,0.0002,100.0,642.43,1589.52,1408.14,555.88,2387.95,47.72,520.12,8.466,72
1,161,0.0005,0.0003,100.0,642.47,1592.5,1409.45,555.15,2388.03,47.98,519.61,8.4824,71
1,162,0.0004,0.0002,100.0,642.46,1588.41,1407.2,556.27,2388.0,47.96,519.75,8.4943,70
1,163,0.0017,0.0001,100.0,642.38,1589.81,1407.75,557.13,2388.1,47.82,520.46,8.4826,69
1,164,-0.0016,0.0001,100.0,642.23,1588.92,1408.13,556.78,2388.06,48.03,519.7,8.4823,68
1,165,0.0035,0.0001,100.0,642.78,1589.37,1406.54,555.46,2387.95,47.86,519.55,8.4777,67
1,166,0.0018,0.0001,100.0,642.13,1588.49,1406.05,556.85,2388.04,47.99,520.55,8.4494,66
1,167,-0.0001,0.0003,100.0,642.67,1589.89,1408.58,556.0,2388.0,47.91,520.33,8.4731,65
1,168,-0.0,0.0003,100.0,642.2,1592.12,1408.7,556.85,2388.09,47.85,520.03,8.4767,64
1,169,0.0013,0.0002,100.0,642.56,1590.41,1406.4,556.26,2388.08,48.0,519.56,8.4784,63
1,170,0.0049,0.0,100.0,642.01,1590.89,1407.91,557.65,2388.09,47.98,520.01,8.4741,62
1,171,0.0006,0.0001,100.0,642.75,1591.69,1408.36,557.23,2388.04,47.88,520.0,8.4815,61
1,172,0.0024,0.0001,100.0,642.43,1591.54,1408.33,556.86,2388.03,48.11,519.95,8.5092,60
1,173,0.0008,0.0003,100.0,642.81,1591.53,1406.6,556.31,2388.02,47.84,519.76,8.4879,59
1,174,0.0051,0.0003,100.0,642.56,1590.68,1410.71,556.74,2388.17,48.04,519.83,8.5146,58
1,175,-0.0003,0.0002,100.0,643.26,1592.06,1407.2,557.03,2387.93,48.05,520.02,8.4971,57
1,176,0.0047,0.0003,100.0,642.26,1589.48,1412.83,557.28,2388.05,47.84,520.04,8.5046,56
1,177,0.0008,0.0003,100.0,642.4,1590.45,1414.01,557.25,2388.06,48.03,519.61,8.5265,55
1,178,-0.0006,0.0002,100.0,642.54,1590.32,1410.09,557.19,2388.11,48.1,519.92,8.5492,54
1,179,0.0006,0.0,100.0,642.9,1590.77,1410.59,556.56,2388.21,48.03,519.97,8.5329,53
1,180,0.0016,0.0002,100.0,642.28,1588.03,1410.11,558.65,2388.0,47.8,520.0,8.5796,52
1,181,0.0027,0.0001,100.0,642.64,1589.36,1408.56,557.42,2388.09,48.07,519.94,8.5243,51
1,182,0.0003,0.0001,100.0,643.06,1592.32,1410.82,557.69,2388.12,48.1,519.9,8.5379,50
1,183,0.0002,0.0003,100.0,642.95,1592.85,1409.55,558.15,2388.03,48.21,519.86,8.5517,49
1,184,0.0033,0.0001,100.0,643.12,1593.36,1410.81,557.94,2388.27,48.34,519.57,8.5642,48
1,185,0.0037,0.0003,100.0,643.36,1591.01,1414.01,558.03,2388.17,48.39,519.53,8.5445,47
1,186,-0.0001,0.0003,100.0,643.23,1592.93,1413.26,558.91,2388.09,48.14,519.84,8.5508,46
1,187,0.0015,0.0003,100.0,643.27,1592.69,1412.53,557.71,2388.15,48.27,519.6,8.5424,45
1,188,0.0022,-0.0,100.0,642.73,1591.05,1417.5,557.42,2388.15,48.2,519.48,8.561,44
1,189,-0.0007,0.0002,100.0,642.54,1593.26,1412.55,558.25,2388.22,47.98,519.92,8.5564,43
1,190,0.0008,0.0002,100.0,642.98,1595.14,1414.16,558.85,2388.11,48.22,519.18,8.5723,42
1,191,-0.0018,0.0001,100.0,642.92,1594.6,1410.65,557.9,2388.21,48.1,519.51,8.5734,41
1,192,-0.0015,0.0002,100.0,642.21,1591.82,1414.15,558.51,2388.24,48.16,519.47,8.5864,40
1,193,0.0023,0.0001,100.0,643.22,1593.07,1416.5,558.28,2388.15,48.31,520.07,8.5843,39
1,194,0.0031,0.0001,100.0,642.67,1594.21,1415.28,558.42,2388.3,48.2,519.17,8.608,38
1,195,-0.0024,0.0003,100.0,643.59,1593.69,1415.07,558.64,2388.3,48.31,519.49,8.5706,37
1,196,-0.0008,0.0002,100.0,642.94,1594.2,1415.82,559.58,2388.27,48.26,519.24,8.5945,36
1,197,0.0006,0.0003,100.0,643.11,1596.9,1415.26,557.89,2388.53,48.41,520.0,8.5764,35
1,198,-0.001,0.0001,100.0,643.31,1595.06,1411.3,558.08,2388.43,48.5,519.32,8.6316,34
1,199,0.0034,0.0001,100.0,642.85,1593.49,1417.42,558.59,2388.51,48.39,519.66,8.618,33
1,200,0.0041,0.0001,100.0,643.64,1595.14,1418.67,558.39,2388.31,48.38,519.12,8.6189,32
1,201,0.0007,0.0,100.0,643.52,1593.4,1420.75,559.59,2388.47,48.45,519.4,8.6329,31
1,202,0.0033,0.0002,100.0,643.4,1594.13,1414.6,559.61,2388.28,48.5,519.03,8.6121,30
1,203,0.0014,0.0003,100.0,642.85,1595.82,1420.05,559.14,2388.38,48.33,519.2,8.6479,29
1,204,0.0015,0.0002,100.0,643.45,1598.93,1414.25,559.37,2388.22,48.33,518.92,8.634,28
1,205,0.0024,0.0004,100.0,643.01,1595.29,1415.74,560.03,2388.25,48.43,519.36,8.6229,27
1,206,-0.0028,0.0001,100.0,643.44,1597.3,1413.81,559.44,2388.36,48.36,519.23,8.6611,26
1,207,0.0007,0.0002,100.0,643.46,1596.82,1419.72,559.81,2388.4,48.58,519.02,8.6324,25
1,208,0.003,0.0002,100.0,643.24,1595.71,1419.34,559.93,2388.35,48.33,519.12,8.6299,24
1,209,0.0029,0.0002,100.0,643.17,1596.39,1421.38,560.26,2388.4,48.39,519.59,8.6417,23
1,210,0.0059,0.0001,100.0,643.75,1598.62,1420.44,560.42,2388.37,48.5,519.12,8.6521,22
1,211,0.002,0.0003,100.0,643.83,1597.62,1419.91,560.88,2388.42,48.49,519.14,8.6601,21
1,212,0.0005,0.0004,100.0,643.3,1598.82,1419.24,560.46,2388.46,48.61,519.0,8.6589,20
1,213,-0.0014,0.0001,100.0,643.33,1596.14,1418.54,560.4,2388.26,48.46,518.92,8.6479,19
1,214,0.002,0.0004,100.0,643.37,1598.5,1422.29,561.39,2388.61,48.69,519.29,8.6812,18
1,215,0.0013,0.0002,100.0,643.76,1599.32,1418.82,560.2,2388.46,48.65,518.77,8.7318,17
1,216,0.0023,0.0001,100.0,643.73,1597.82,1421.38,559.84,2388.57,48.79,519.37,8.6952,16
1,217,0.0035,0.0001,100.0,643.96,1598.35,1420.4,561.17,2388.54,48.68,519.03,8.6732,15
1,218,-0.0004,0.0003,100.0,643.54,1598.26,1423.87,561.4,2388.46,48.77,518.37,8.6846,14
1,219,0.0029,0.0002,100.0,643.98,1598.64,1422.53,561.73,2388.46,48.58,519.18,8.7078,13
1,220,-0.0042,0.0002,100.0,643.56,1599.16,1422.32,561.14,2388.65,48.62,518.91,8.693,12
1,221,0.0031,0.0002,100.0,643.85,1599.69,1422.19,560.41,2388.41,48.88,518.55,8.7463,11
1,222,-0.0001,0.0003,100.0,643.66,1600.52,1422.48,560.49,2388.56,48.81,519.11,8.7269,10
1,223,0.008,0.0001,100.0,644.32,1599.5,1423.41,560.71,2388.46,48.86,518.58,8.6962,9
1,224,-0.0006,0.0003,100.0,644.62,1598.9,1423.46,561.14,2388.61,48.66,518.17,8.7629,8
1,225,0.0006,0.0001,100.0,643.65,1600.62,1427.34,561.32,2388.34,49.0,518.97,8.7267,7
1,226,-0.0018,0.0003,100.0,644.44,1598.96,1421.48,561.8,2388.46,48.75,518.53,8.7433,6
1,227,-0.0048,0.0003,100.0,644.25,1599.42,1422.85,561.76,2388.65,48.94,518.95,8.7375,5
1,228,-0.0002,0.0001,100.0,644.03,1601.18,1428.34,563.13,2388.51,48.9,519.02,8.7358,4
1,229,0.0027,0.0002,100.0,644.11,1600.06,1424.17,561.54,2388.66,49.04,519.02,8.7487,3
1,230,0.0003,0.0001,100.0,643.98,1601.7,1424.48,561.95,2388.46,48.89,518.63,8.7953,2
1,231,-0.0008,0.0002,100.0,644.64,1600.06,1422.57,562.32,2388.57,49.18,518.67,8.7667,1
1,232,0.0002,0.0003,100.0,644.66,1601.5,1424.73,562.64,2388.61,49.02,518.39,8.7678,0
2,1,0.0025,0.0001,100.0,641.01,1585.97,1397.01,551.51,2388.14,47.83,521.8,8.4135,290
2,2,-0.001,0.0002,100.0,641.79,1588.06,1399.74,551.8,2388.19,47.71,521.89,8.4321,289
2,3,0.0011,0.0001,100.0,641.4,1584.56,1396.86,552.18,2388.15,47.76,522.15,8.4431,288
2,4,-0.0004,0.0003,100.0,641.43,1584.43,1398.6,551.02,2388.33,47.6,521.61,8.4014,287
2,5,-0.0014,0.0003,100.0,642.28,1585.09,1395.24,551.7,2388.27,47.67,522.23,8.4273,286
2,6,0.004,0.0001,100.0,642.19,1585.34,1395.51,551.51,2388.16,47.52,521.42,8.4059,285
2,7,0.0029,0.0001,100.0,641.54,1588.63,1393.89,550.95,2388.13,47.62,521.29,8.4018,284
2,8,0.0034,0.0003,100.0,641.76,1586.67,1395.94,551.87,2388.23,47.61,522.27,8.4294,283
2,9,-0.0007,0.0004,100.0,641.26,1587.47,1397.41,551.01,2388.19,47.72,522.32,8.4189,282
2,10,-0.0007,0.0002,100.0,641.75,1585.7,1395.45,550.97,2388.2,47.74,521.7,8.4128,281
2,11,0.0041,0.0003,100.0,641.83,1586.36,1392.89,551.56,2388.38,47.64,521.82,8.4027,280
2,12,0.0042,0.0003,100.0,641.97,1584.62,1396.82,552.06,2388.14,47.6,522.33,8.3984,279
2,13,0.0006,0.0001,100.0,641.85,1586.76,1393.3,551.88,2388.35,47.76,521.86,8.4386,278
2,14,0.0053,0.0001,100.0,641.78,1587.23,1392.67,551.92,2388.29,47.66,522.15,8.4172,277
2,15,-0.0004,0.0002,100.0,641.98,1584.55,1392.87,550.76,2388.27,47.71,521.67,8.3689,276
